-41.4841	82.1274	-40.8000	76.6000	Hebian-To to Shian-To Cottages
40.2358	35.1072	48.0000	29.2000	Holtburg to Lilyglen Cottages Portal
-82.8998	48.1680	75.6119	52.1823	Kara to Norstead Portal
-82.8998	48.1680	-81.5000	51.6000	Kara to Ishilai Inlet Settlement Portal
-82.8998	48.1680	-80.6000	56.0000	Kara to South Adjamaer Cottages Portal
-82.8998	48.1680	-76.0000	53.6000	Kara to North Adjamaer Cottages Portal
-82.8998	48.1680	-71.8000	47.3000	Kara to Yukikaze Portal
-49.3916	26.0387	-38.7000	39.3000	Khayyaban to Taklihuan Settlement
-49.3916	26.0387	-50.4964	11.6791	Khayyaban to Serpent Hills Settlement
-49.3916	26.0387	-52.6000	27.7000	Khayyaban to South Khayyaban Cottages
-49.3916	26.0387	-47.5000	19.9000	Khayyaban to Dunes End Cottages
-49.3916	26.0387	-54.7000	40.2000	Khayyaban to Spire Hills Settlement
-60.7630	80.3012	-74.5000	65.9000	Mayoi to Lugian Meadows Settlement
-60.7630	80.3012	-68.0326	78.0139	Mayoi to Vesayan Overlook
-60.7630	80.3012	-49.4000	84.8000	Mayoi to Meditation Meadow
2.2363	50.3644	-8.9000	64.5000	Lytelthorpe to Maedew
45.4003	-42.2603	35.8000	-39.1000	Plateau to Plateau Hollow Settlement
45.4003	-42.2603	53.1700	-36.2027	Plateau to Lithaenean Cottages
45.4003	-42.2603	57.5000	-52.8000	Plateau to Adams` Beach Portal
-74.8366	17.7926	-89.4625	30.9715	Qalaba'r to Brigands Bay Settlement
8.6607	60.9054	-0.4000	68.2000	Rithwic to Siege Road Settlement
8.6607	60.9054	6.3000	62.9000	Rithwic to Gaerwel Edge Settlement
8.6607	60.9054	6.7000	54.7000	Rithwic to Meridian Cottages
8.6607	60.9054	12.9371	52.9113	Rithwic to Leafdawning Settlement
-0.8668	18.9927	-7.0000	22.3000	Samsur to Janaa Ridge Settlement
-0.8668	18.9927	1.6000	36.1000	Samsur to Adventurer`s Haven Cottages Portal
-0.8668	18.9927	-12.0342	23.5645	Samsur to Yushad Ridge Cottages
-0.8668	18.9927	-6.5000	15.5000	Samsur to Samsur Butte Cottages
-27.1844	59.8904	-27.8000	46.8000	Sawato to Blackmire Edge Cottages Portal
-27.1844	59.8904	-27.0000	43.3000	Sawato to Jinianshi Portal
-27.1844	59.8904	-27.6000	63.9000	Sawato to East Sawato Settlement Portal
-27.1844	59.8904	-31.7311	63.3265	Sawato to Sawato Foothills Settlement Portal
-27.1844	59.8904	-30.8000	53.5000	Sawato to East Sawato Cottages Portal
-27.1844	59.8904	-39.0000	55.4000	Sawato to Ayn Tayan Portal
-31.3346	72.6050	-29.3000	70.0000	Shoushi to Chi Zou Cottages Portal
-31.3346	72.6050	-28.2000	75.1000	Shoushi to Aimaru Plains Cottages Portal
-31.3346	72.6050	-22.2000	73.5000	Shoushi to Mosswart Place Cottages Portal
69.5977	-20.1610	62.8000	-0.1000	Stonehold to Lake Nemuel Settlement
69.5977	-20.1610	77.8000	-44.2000	Stonehold to Woodshore Cottages
69.5977	-20.1610	76.7089	-36.1049	Stonehold to Sonel
69.5977	-20.1610	82.4000	-43.5000	Stonehold to Desolation Beach
-30.4920	94.5223	-12.8000	77.2000	Tou-Tou to Dryreach Beach Cottages Portal
-30.4920	94.5223	-16.7000	77.1000	Tou-Tou to Ariake Portal
-30.4920	94.5223	-38.4000	92.1000	Tou-Tou to Tou-Tou Penninsula Cottages Portal
-22.3390	0.2219	-7.1000	-2.7000	Yaraq to Aqalah Portal
-22.3390	0.2219	-26.6278	1.5080	Yaraq to South Yaraq Cottages Portal
-22.3390	0.2219	-25.4000	10.4000	Yaraq to Wi Badlands Settlement Portal
-22.3390	0.2219	-33.0000	4.5000	Yaraq to Ijaniya Portal
-10.3200	45.6152	-9.0000	41.8000	Yanshi to Liang Chi Settlement Portal
-10.3200	45.6152	-12.1000	63.5000	Yanshi to Broadacre Cottages Portal
-10.3200	45.6152	-15.9000	60.7000	Yanshi to Imuth Maer Cottages Portal
-10.3200	45.6152	-23.8648	44.4151	Yanshi to Swamp Temple Place Portal
-10.3200	45.6152	-19.0000	44.4000	Yanshi to Yanshi Namoon North Portal
-10.3200	45.6152	-15.2000	41.0000	Yanshi to Faranar Foothills Portal
12.7365	-1.6995	18.8000	4.2000	Zaikhal to New Suntik
12.7365	-1.6995	30.8895	9.0357	Zaikhal to Majestic Hill Cottages
12.7365	-1.6995	25.5000	6.7000	Zaikhal to Maitland
12.7365	-1.6995	19.2000	-18.3000	Zaikhal to Sanai
12.7365	-1.6995	40.7000	-5.5000	Zaikhal to Tiofor Deeps
-50.1211	63.4984	-44.9693	63.2979	Baishi to North Baishi Cottages
-50.1211	63.4984	-49.7000	40.2000	Baishi to Oboro
-24.9031	29.8116	-25.9006	22.7284	Uziz to West Uziz Settlement Portal
-24.9031	29.8116	-23.0000	37.2000	Uziz to Arida Butte Portal
-24.9031	29.8116	-16.9000	37.2000	Uziz to Broken Sword Bethel Settlement Portal
-24.9031	29.8116	-19.5000	32.9000	Uziz to Narziz Cottages Portal
-24.9031	29.8116	-21.9000	29.9000	Uziz to North Uziz Settlement Portal
-72.6761	14.0134	-5.6358	39.9621	Desert Ridge Border
-72.5981	13.7856	32.7929	34.6850	Portal to Hilltop
40.2358	35.1072	46.5000	40.5000	Holtburg to West Holtburg Villas Portal
27.8986	29.5387	63.2000	16.9000	Glenden Wood to Highland Manors
45.4003	-42.2603	51.6000	-50.2000	Plateau to Rivermouth Villas
32.9058	59.3604	35.6000	65.5000	Arwic to South Beach Pass Villas Portal
32.9058	59.3604	54.4000	59.5000	Arwic to Far Claw Villas Portal
40.1333	-76.0718	46.0858	-89.7708	Ahurenga Portal
44.2	-78.4	44.1	-78.3	Aun Firanauri the Gate Keeper
42.2658	-77.8710	42.0354	-77.8079	Base of the Cliffs Portal
44.0625	-77.7978	43.9046	-77.7058	Base of the Timaru Plateau Portal
40.5815	-82.4093	43.2107	-66.8043	Greenspire Portal
40.0263	-74.5071	50.4804	-68.1513	Northern Manumet Plains Portal
-62.0061	-50.0404	-62.1250	-50.4458	Small Black Hill Portal
34.9038	54.5051	21.3000	53.9000	Abandoned Mines to Underground City
69.5977	-20.1610	78.1000	-16.9000	Stonehold to Dires' Doors Estates
-33.5663	13.1148	-29.5000	18.8000	Al-Arqas to Dry Bone Manors
-33.5663	13.1148	-44.0000	8.7000	Al-Arqas to Pillars-on-the-Sea Cottages
5.7014	4.3379	41.3000	15.6000	Al-Jalima to Bucolic Villas
5.7014	4.3379	-0.6000	-1.2000	Al-Jalima to Midsong Cottages
5.7014	4.3379	-0.1000	8.5000	Al-Jalima to Jackcat Canyon
5.7014	4.3379	11.1000	23.5000	Al-Jalima to Dillo Butte Settlement
-50.1211	63.4984	-47.9000	51.1000	Baishi to Ring of Crystals Estates
-50.1211	63.4984	-52.8000	52.9000	Baishi to Mage`s Pass
-50.1211	63.4984	-49.8000	56.8000	Baishi to West Baishi Settlement
-50.1211	63.4984	-45.6000	59.2000	Baishi to Jai-Tan Dale
-50.1211	63.4984	-60.0000	44.4000	Baishi to Tattered Ridge
-50.1211	63.4984	-45.8000	67.2000	Baishi to Tanshi
26.1635	46.2987	52.6000	28.0000	Cragstone to Ispan Hills
26.1635	46.2987	73.1000	61.0000	Cragstone to Haliana
17.4640	61.4664	-3.9000	76.3000	Eastham to Dryreach Beach Manors
17.4640	61.4664	47.4000	69.6000	Eastham to Beach Pass Villas
27.8986	29.5387	25.8000	30.0000	Glenden Wood to Iceea Hills Estates
27.8986	29.5387	75.4000	40.1000	Glenden Wood to West Norstead
-41.4841	82.1274	-44.6000	75.3000	Hebian-To to Sai-Nan
-41.4841	82.1274	-40.6195	69.3352	Hebian-To to South Shoushi Villas
-49.3916	26.0387	-60.9000	24.9000	Khayyaban to Brigand Sands Cottages
-49.3916	26.0387	-51.1000	36.2000	Khayyaban to Kanasa
-49.3916	26.0387	-56.9000	32.2000	Khayyaban to Plainsview Cottages
-49.3916	26.0387	-41.2000	26.8000	Khayyaban to Bhah Dhah Villas
2.2363	50.3644	6.4000	49.0000	Lytelthorpe to North Lytelthorpe Villas
2.2363	50.3644	-3.5000	64.7000	Lytelthorpe to Riverbend Cottages
2.2363	50.3644	-7.1000	56.9000	Lytelthorpe to Neu Gerz Villas
2.2363	50.3644	5.7000	36.9000	Lytelthorpe to Enchanter's Meadow
8.6607	60.9054	3.2000	60.1000	Rithwic to Slinker Meadows
8.6607	60.9054	3.0000	65.7000	Rithwic to Siege Road Villas
8.6607	60.9054	10.4000	66.3000	Rithwic to East Rithwic Estates
8.6607	60.9054	11.9000	48.1000	Rithwic to West Rithwic Estates
-0.8668	18.9927	-9.0000	24.8000	Samsur to Cactus Acres
-0.8668	18.9927	7.4000	24.6000	Samsur to Greenswath
-0.8668	18.9927	5.7000	30.8000	Samsur to Sand`s Edge
-0.8668	18.9927	4.6000	20.7000	Samsur to Nal Wadi Cottages
-0.8668	18.9927	5.0000	16.2000	Samsur to Stone Scar Settlement
-0.8668	18.9927	-9.5000	33.3000	Samsur to Yinar
-0.8668	18.9927	-9.4000	11.4000	Samsur to Naqut Dreams Villas
-74.8366	17.7926	-63.1000	35.4000	Qalaba`r to Ro-Nan
-74.8366	17.7926	-67.6000	14.6000	Qalaba`r to Qalaba`r Seaside Villas
-74.8366	17.7926	-60.5000	18.5000	Qalaba`r to Villalabar
-74.8366	17.7926	-66.4000	21.8000	Qalaba`r to Qalabar Oasis Settlement
-74.8366	17.7926	-81.9000	17.1000	Qalaba`r to Simda`r Villas
-27.1844	59.8904	-21.9000	65.6000	Sawato to Sclavavania Portal
-27.1844	59.8904	-15.8000	72.9000	Sawato to Narsys Portal
-27.1844	59.8904	-21.6000	60.9000	Sawato to Mire Hill Portal
-27.1844	59.8904	-19.8000	55.9000	Sawato to North Sawato Villas Portal
-31.3346	72.6050	-36.6612	68.5403	Shoushi to Shou-Zin Portal
-24.9031	29.8116	-9.6000	4.6000	Uziz to Arrak Portal
-24.9031	29.8116	-0.2000	30.4000	Uziz to Charbone Ridge Portal
-22.3390	0.2219	-15.0000	-2.7000	Yaraq to North Yaraq Villas Portal
-10.3200	45.6152	-14.6000	66.4000	Yanshi to Crescent Lane Cottages Portal
-10.3200	45.6152	93.9000	-5.9000	Yanshi to Northwater Cottages Portal
-10.3200	45.6152	-21.9000	41.0000	Yanshi to West Yanshi Namoon Portal
-10.3200	45.6152	-15.1000	55.6000	Yanshi to Snakehead Portal
-10.3200	45.6152	31.3000	36.2000	Yanshi to Taralla Portal
12.7365	-1.6995	22.1000	0.7000	Zaikhal to Helms Villas
12.7365	-1.6995	15.0000	-6.4000	Zaikhal to Sharvale
12.7365	-1.6995	24.9000	-23.9000	Zaikhal to East Danby
45.4003	-42.2603	51.9000	-45.6000	Plateau to Auralla Settlement
45.4003	-42.2603	76.0000	35.3000	Plateau to Zatara
45.4003	-42.2603	23.1000	-54.2000	Plateau to Dire's Edge
66.2972	14.3387	71.1000	43.7000	Crater to Bandit Road Villas Portal
66.2972	14.3387	78.3000	1.0000	Crater to Stone Triad Dell Portal
66.2972	14.3387	77.6000	6.4000	Crater to Frosty Dale Cottages Portal
66.2972	14.3387	80.0000	11.3000	Crater to Greenvale Settlement Portal
-82.8998	48.1680	-84.7000	51.5000	Kara to Ishilai Inlet Villas Portal
-54.5754	62.6994	-86.1904	39.6042	South Shore Heights Portal
-33.5663	13.1148	-12.1000	14.4000	Al-Arqas to Al-Nosaj
-33.5663	13.1148	-14.5000	9.6000	Al-Arqas to Bleached Skull Wastes Settlement
-33.5663	13.1148	-15.2000	13.7000	Al-Arqas to Desert Mirage Cottages
-33.5663	13.1148	28.2000	-25.4000	Al-Arqas to Tarn Vinara Villas
-33.5663	13.1148	-22.3000	11.1000	Al-Arqas to Djinaya Wind Cottages
-33.5663	13.1148	-21.6000	15.2000	Al-Arqas to Hamud Cottages
5.7014	4.3379	24.1000	-19.1000	Al-Jalima to Fearnot Valley Cottages
32.9058	59.3604	40.0000	63.2000	Arwic to Lost Wish Cottages Portal
32.9058	59.3604	72.0000	52.1000	Arwic to Norvale Portal
32.9058	59.3604	53.5000	41.7000	Arwic to Bleak Valley Portal
32.9058	59.3604	68.2000	40.7000	Arwic to Alvador Portal
32.9058	59.3604	41.0000	60.7000	Arwic to Eotensfang Cottages Portal
-50.1211	63.4984	-44.7000	49.6000	Baishi to Jasmine Meadow
-50.1211	63.4984	-54.4000	43.1000	Baishi to Shara
26.1635	46.2987	19.3000	26.4000	Cragstone to Lost Realm Cottages
26.1635	46.2987	19.8000	39.1000	Cragstone to Meerthus Square
26.1635	46.2987	20.1000	33.6000	Cragstone to Solstice Hill
27.8986	29.5387	46.5000	10.6000	Glenden Wood to Firedew
27.8986	29.5387	30.6000	14.6000	Glenden Wood to Mistdweller Villas Portal
27.8986	29.5387	23.3000	26.5000	Glenden Wood to Auroch Pasture Estates
27.8986	29.5387	45.7000	14.6000	Glenden Wood to Pine Hillock Settlement
27.8986	29.5387	18.2000	22.7000	Glenden Wood to Redrock Cottages
27.8986	29.5387	14.7000	19.4000	Glenden Wood to Bellig Mesa Cottages
-41.4841	82.1274	58.6000	-41.6000	Hebian-To to Pine Deep
-41.4841	82.1274	-25.7000	79.4000	Hebian-To to Stoneport Villas
-41.4841	82.1274	-22.4000	68.7000	Hebian-To to San-Chin
-41.4841	82.1274	-45.4000	83.1000	Hebian-To to South Hebian-To Estates
8.6607	60.9054	9.6000	36.9000	Rithwic to King Pwyll Square
-27.1844	59.8904	-34.3000	52.7000	Sawato to Lo-Han Portal
-27.1844	59.8904	-35.2000	46.6000	Sawato to Zin-Dai Portal
-27.1844	59.8904	-38.2000	43.3000	Sawato to Empyrean Fields Cottages Portal
-24.9031	29.8116	-34.3000	29.3000	Uziz to South Uziz Villas Portal
-24.9031	29.8116	-13.8000	26.5000	Uziz to Vulture's Eye Villas Portal
17.4640	61.4664	7.1000	-9.1000	Eastham to Desert Boundary Cottages
17.4640	61.4664	14.6000	30.5000	Eastham to Hermit Hill Cottages
-60.7630	80.3012	96.3000	7.1000	Mayoi to Point Tremblant
-60.7630	80.3012	-62.3000	68.9000	Mayoi to Font Alpa
-60.7630	80.3012	-61.1000	73.7000	Mayoi to West Mayoi Mountain Villas
-60.7630	80.3012	-78.4000	60.2000	Mayoi to Xinh
-74.8366	17.7926	83.2000	35.4000	Qalaba'r to Northreach
-74.8366	17.7926	-87.2000	3.5000	Qalaba'r to Land Bridge Villas
-74.8366	17.7926	-82.4000	31.4000	Qalaba'r to Linvak Tukal Foothills Settlement
-74.8366	17.7926	-75.8000	37.0000	Qalaba`r to Southern Park
-74.8366	17.7926	-85.7000	17.0000	Qalaba`r to Stormbrow
69.5977	-20.1610	88.2000	-13.4000	Stonehold to Seaview Ridge Cottages
69.5977	-20.1610	84.0000	-1.6000	Stonehold to Wisp Lake Cottages
69.5977	-20.1610	81.0000	-11.2000	Stonehold to Lord Cambarth Villas
69.5977	-20.1610	60.2000	-23.9000	Stonehold to Verena
69.5977	-20.1610	59.3000	-19.1000	Stonehold to Hidden Valley Portal
69.5977	-20.1610	83.4000	-40.3000	Stonehold to Empyrean Shore Villas
69.5977	-20.1610	67.5000	-16.8000	Stonehold to Laiti`s Villa
69.5977	-20.1610	81.8000	-17.7000	Stonehold to Lightbringer Dale Cottages
-30.4659	94.5651	85.3350	-8.8309	Tou-Tou to Snowy Valley Portal
-30.4920	94.5223	-42.2072	90.9251	Tou-Tou to Tou-Tou Road Villas Portal
-30.4920	94.5223	-48.9000	88.5000	Tou-Tou to Nan-Zari Portal
-30.4920	94.5223	61.5000	-52.3000	Tou-Tou to Westshore Cottages Portal
-30.4920	94.5223	-46.3000	87.3000	Tou-Tou to Ong-Hau Village Portal
-24.9031	29.8116	-13.7000	17.3000	Uziz to Sand Kings Cottages Portal
-24.9031	29.8116	-16.1000	21.4000	Uziz to Djebel al-Nar Cottages Portal
-10.3200	45.6152	-31.8000	46.6000	Yanshi to Li-Po Cottages Portal
12.7365	-1.6995	9.3000	-12.7000	Zaikhal to Loredane Villas
12.7365	-1.6995	27.0000	-18.2000	Zaikhal to Embara
12.7365	-1.6995	16.9000	-9.5000	Zaikhal to West Zaikhal Freehold
12.7365	-1.6995	14.6000	22.7000	Zaikhal to Stonebend Cottages
-82.8998	48.1680	-59.9000	35.3000	Kara to Ikama Cottages Portal
-82.8998	48.1680	-72.0000	42.4000	Kara to Lake Thrasyl Cottages Portal
66.2972	14.3387	68.1000	36.7000	Crater to Bretslef Cottages Portal
66.2972	14.3387	52.4000	5.4000	Crater to Ianna Portal
66.2972	14.3387	92.2000	9.9000	Crater to Celcynd Cottages Portal
45.4003	-42.2603	48.8000	-43.9000	Plateau to Fadsahil Settlement
45.4003	-42.2603	38.5000	-12.7000	Plateau to East Morntide Villas
45.4003	-42.2603	35.2000	-36.1000	Plateau to Yee Villas
45.4003	-42.2603	47.1000	-39.3000	Plateau to Rhynntal Cottages
45.4003	-42.2603	52.1000	-39.9000	Plateau to Rahvard Square
-50.1211	63.4984	-46.6000	41.5000	Baishi to Kelnen Village
-50.1211	63.4984	-48.8000	69.7000	Baishi to Lin Kiln Park
26.1635	46.2987	17.3000	36.1000	Cragstone to Tinkelo Hold Villas
17.4640	61.4664	56.9000	-27.1000	Eastham to Asandra Cottages
17.4640	61.4664	34.7000	-49.0000	Eastham to Sliver-of-Blue Cottages
17.4640	61.4664	69.6000	60.9000	Eastham to P`rnelle Acres
17.4640	61.4664	84.9000	1.6000	Eastham to Midhill Cottages
2.2363	50.3644	5.5000	40.8000	Lytelthorpe to Osric Cottages
2.2363	50.3644	9.5000	40.7000	Lytelthorpe to Darawyll Village
2.2363	50.3644	-0.9000	39.9000	Lytelthorpe to Asbel Domain
2.2363	50.3644	-7.2000	60.5000	Lytelthorpe to Jin-Lai Stronghold
2.2363	50.3644	-1.7000	33.6000	Lytelthorpe to Devana
45.4003	-42.2603	50.3000	-26.4000	Plateau to Aloria Portal
45.4003	-42.2603	23.2000	-46.3000	Plateau to Last-Stop-Before-Dires Villas
45.4003	-42.2603	56.0000	-35.1000	Plateau to Stormtree Villas
45.4003	-42.2603	55.2000	-49.6000	Plateau to Caerlin Cottages
8.6607	60.9054	64.1000	29.5000	Rithwic to Glystaene Cottages
8.6607	60.9054	66.5000	57.6000	Rithwic to New Cannthalo
-0.8668	18.9927	-6.4000	4.2000	Samsur to Return of Mumiyah Cottages
-0.8668	18.9927	24.2000	10.5000	Samsur to Dovetail Valley Villas
-0.8668	18.9927	15.3000	26.3000	Samsur to Maythen Geroyu Villas
-0.8668	18.9927	11.0000	26.4000	Samsur to Palm-of-Stone Villas
-33.5663	13.1148	-21.7000	18.4000	Al-Arqas to Ahr-Zona
5.7014	4.3379	7.7000	17.7000	Al-Jalima to East Al-Jalima Villas
5.7014	4.3379	-54.4000	15.4000	Al-Jalima to Mahara Cottages
5.7014	4.3379	25.0000	-3.9000	Al-Jalima to Mimiana Villas
32.9058	59.3604	83.3000	28.8000	Arwic to Dagger Vale Portal
66.2972	14.3387	26.5000	-36.7000	Crater to Merak Portal
66.2972	14.3387	53.6000	10.4000	Crater to New Nesortania Portal
66.2972	14.3387	69.5000	-4.0000	Crater to Anadil Portal
27.8986	29.5387	34.4000	-11.9000	Glenden Wood to Genem Causland
27.8986	29.5387	28.6000	17.7000	Glenden Wood to Howling Wolf Villas
27.8986	29.5387	24.8000	15.0000	Glenden Wood to Soltan Villas
-41.4841	82.1274	27.9000	-28.8000	Hebian-To to Tia-Leh Homestead
-60.7630	80.3012	26.4000	-33.6000	Mayoi to Inquisitor's Dale Cottages
-60.7630	80.3012	74.4000	-46.3000	Mayoi to Lady Maila Estates
-60.7630	80.3012	12.0000	-15.9000	Mayoi to Shore Vista Cottages
-74.8366	17.7926	84.1000	-31.1000	Qalaba'r to Azaroth Cottages Portal
-74.8366	17.7926	-68.8000	30.6000	Qalaba`r to Mattekar Slopes Cottages
